"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(6.0.0)","GHA.LUR.A","OBS_VALUE","Ghana","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BHR.GGXWDN_NGDP.A","OBS_VALUE","Bahrain, Kingdom of","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BHS.GGXWDG_NGDP.A","OBS_VALUE","Bahamas, The","Gross debt, General government, Percent of GDP","Annual","Units","48.294","50.67","51.057","55.027","62.328","60.732","74.674","99.683","88.643","81.679","78.832"
"IMF.RES:WEO(6.0.0)","AZE.LUR.A","OBS_VALUE","Azerbaijan, Republic of","Unemployment rate","Annual","Units","4.913","4.958","5.043","4.961","4.944","5.004","7.244","6.039","5.646","5.456","5.394"
"IMF.RES:WEO(6.0.0)","BHR.LUR.A","OBS_VALUE","Bahrain, Kingdom of","Unemployment rate","Annual","Units","3.8","3.5","3.9","4.1","4.3","4.7","5.9","6.8","5.4","6.3","5.9"
"IMF.RES:WEO(6.0.0)","AZE.GGXWDG_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","8.533","17.98","20.608","22.509","18.685","17.656","21.327","26.349","17.324","21.807","20.85"
"IMF.RES:WEO(6.0.0)","AZE.GGXWDN_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","AZE.LP.A","OBS_VALUE","Azerbaijan, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","9.477","9.593","9.705","9.81","9.898","9.951","9.974","10.026","10.063","10.127","10.249"
"IMF.RES:WEO(6.0.0)","BHR.GGXWDG_NGDP.A","OBS_VALUE","Bahrain, Kingdom of","Gross debt, General government, Percent of GDP","Annual","Units","42.63","63.18","77.366","84.029","90.384","97.129","125.7","122.3","111.648","123.02","134.007"
"IMF.RES:WEO(6.0.0)","BHS.LUR.A","OBS_VALUE","Bahamas, The","Unemployment rate","Annual","Units","14.636","13.379","12.15","10.1","10.35","10.1","25.883","17.398","10.68","10.174","9.429"
"IMF.RES:WEO(6.0.0)","AZE.NGDP_RPCH.A","OBS_VALUE","Azerbaijan, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.768","1.08","-3.064","0.154","1.47","2.48","-4.199","5.616","4.715","1.354","4.1"
"IMF.RES:WEO(6.0.0)","BGD.NGDP_RPCH.A","OBS_VALUE","Bangladesh","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","6.061","6.553","7.114","6.59","7.319","7.882","3.448","6.939","7.1","5.775","4.223"
"IMF.RES:WEO(6.0.0)","ABW.GGXWDG_NGDP.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Gross debt, General government, Percent of GDP","Annual","Units","77.709","74.177","75.387","75.825","73.31","72.227","115.655","107.854","97.369","85.178","74.43"
"IMF.RES:WEO(6.0.0)","AUS.GGXWDN_NGDP.A","OBS_VALUE","Australia","Net debt, General government, Percent of GDP","Annual","Units","19.057","22.091","23.385","23.317","24.101","27.868","36.066","35.608","31.476","29.475","30.084"
"IMF.RES:WEO(6.0.0)","AUT.GGXWDG_NGDP.A","OBS_VALUE","Austria","Gross debt, General government, Percent of GDP","Annual","Units","85.21","85.615","83.419","79.057","74.586","71.006","83.183","82.395","78.344","78.404","81.206"
"IMF.RES:WEO(6.0.0)","AUT.GGXWDN_NGDP.A","OBS_VALUE","Austria","Net debt, General government, Percent of GDP","Annual","Units","60.348","59.212","57.401","56.151","51.018","48.181","59.434","60.161","58.192","59.343","62.457"
"IMF.RES:WEO(6.0.0)","BHS.GGXWDN_NGDP.A","OBS_VALUE","Bahamas, The","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","ABW.GGXWDN_NGDP.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BGD.GGXWDG_NGDP.A","OBS_VALUE","Bangladesh","Gross debt, General government, Percent of GDP","Annual","Units","28.683","28.206","27.72","28.306","29.553","31.951","34.509","35.614","37.863","39.27","40.126"
"IMF.RES:WEO(6.0.0)","BLR.GGXWDN_NGDP.A","OBS_VALUE","Belarus, Republic of","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BLR.GGXWDG_NGDP.A","OBS_VALUE","Belarus, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","38.791","53.007","53.482","53.16","47.515","40.999","47.493","41.182","40.792","40.72","44.378"
"IMF.RES:WEO(6.0.0)","BGD.GGXWDN_NGDP.A","OBS_VALUE","Bangladesh","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BLR.LP.A","OBS_VALUE","Belarus, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","9.449","9.461","9.469","9.459","9.439","9.42","9.38","9.303","9.228","9.178","9.132"
"IMF.RES:WEO(6.0.0)","BLR.LUR.A","OBS_VALUE","Belarus, Republic of","Unemployment rate","Annual","Units","5.417","5.821","5.92","5.684","4.825","4.191","4.082","3.893","3.58","3.455","3.036"
"IMF.RES:WEO(6.0.0)","GX123.D_NGDPD.A","OBS_VALUE","Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries)","External debt, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BRB.LUR.A","OBS_VALUE","Barbados","Unemployment rate","Annual","Units","12.275","11.3","9.65","9.95","10.05","10.088","15.724","14.1","8.15","8.217","7.913"
"IMF.RES:WEO(6.0.0)","BGD.LUR.A","OBS_VALUE","Bangladesh","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BRB.GGXWDN_NGDP.A","OBS_VALUE","Barbados","Net debt, General government, Percent of GDP","Annual","Units","121.023","130.567","134.158","141.794","113.182","106.654","136.953","120.559","112.776","110.628","102.118"
"IMF.RES:WEO(6.0.0)","BRB.GGXWDG_NGDP.A","OBS_VALUE","Barbados","Gross debt, General government, Percent of GDP","Annual","Units","122.44","131.623","135.269","142.847","114.212","107.646","138.17","121.594","113.683","111.482","102.922"
"IMF.RES:WEO(6.0.0)","LKA.LP.A","OBS_VALUE","Sri Lanka","Population, Persons for countries / Index for country groups","Annual","Millions","20.778","20.97","21.203","21.444","21.67","21.803","21.919","22.156","22.396","22.638","22.882"
"IMF.RES:WEO(6.0.0)","BLR.NGDP_RPCH.A","OBS_VALUE","Belarus, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.548","-3.83","-2.526","2.532","3.149","1.446","-0.673","2.273","-4.504","4.127","4.0"
"IMF.RES:WEO(6.0.0)","BLZ.LUR.A","OBS_VALUE","Belize","Unemployment rate","Annual","Units","11.6","10.143","9.541","9.328","9.377","9.041","13.75","10.254","6.099","3.346","2.6"
"IMF.RES:WEO(6.0.0)","BTN.GGXWDG_NGDP.A","OBS_VALUE","Bhutan","Gross debt, General government, Percent of GDP","Annual","Units","89.788","90.157","107.484","104.08","107.295","99.737","114.939","123.276","117.344","115.443","107.775"
"IMF.RES:WEO(6.0.0)","BOL.LP.A","OBS_VALUE","Bolivia","Population, Persons for countries / Index for country groups","Annual","Millions","10.67","10.83","10.99","11.15","11.31","11.47","11.63","11.8","11.96","12.13","12.29"
"IMF.RES:WEO(6.0.0)","BIH.NGDP_RPCH.A","OBS_VALUE","Bosnia and Herzegovina","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.154","4.284","3.242","3.244","3.829","2.886","-3.015","7.392","4.227","1.994","2.5"
"IMF.RES:WEO(6.0.0)","BOL.LUR.A","OBS_VALUE","Bolivia","Unemployment rate","Annual","Units","4.0","4.557","4.686","5.085","4.913","5.012","8.336","6.937","4.741","4.9","5.0"
"IMF.RES:WEO(6.0.0)","BTN.GGXWDN_NGDP.A","OBS_VALUE","Bhutan","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BEN.LUR.A","OBS_VALUE","Benin","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BLZ.GGXWDN_NGDP.A","OBS_VALUE","Belize","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BEL.GGXWDN_NGDP.A","OBS_VALUE","Belgium","Net debt, General government, Percent of GDP","Annual","Units","92.919","92.261","91.53","88.633","86.5","84.602","96.67","93.739","89.167","89.264","91.022"
"IMF.RES:WEO(6.0.0)","BEN.GGXWDG_NGDP.A","OBS_VALUE","Benin","Gross debt, General government, Percent of GDP","Annual","Units","22.282","30.9","35.923","39.598","41.08","41.23","46.142","50.288","54.187","54.904","54.033"
"IMF.RES:WEO(6.0.0)","MNG.LUR.A","OBS_VALUE","Mongolia","Unemployment rate","Annual","Units","7.9","7.5","10.0","8.8","7.8","9.9","6.7","8.3","6.4","5.3","5.0"
"IMF.RES:WEO(6.0.0)","BLZ.GGXWDG_NGDP.A","OBS_VALUE","Belize","Gross debt, General government, Percent of GDP","Annual","Units","61.543","65.079","70.438","78.106","78.77","78.386","103.261","82.483","66.823","67.177","60.955"
"IMF.RES:WEO(6.0.0)","BEN.GGXWDN_NGDP.A","OBS_VALUE","Benin","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","G998.GGXWDN_NGDP.A","OBS_VALUE","European Union (EU)","Net debt, General government, Percent of GDP","Annual","Units","71.183","70.037","69.11","66.549","64.804","63.061","72.05","70.088","68.352","67.52","68.466"
"IMF.RES:WEO(6.0.0)","BRA.GGXWDN_NGDP.A","OBS_VALUE","Brazil","Net debt, General government, Percent of GDP","Annual","Units","32.586","35.64","46.144","51.37","52.766","54.699","61.37","55.114","56.133","60.428","61.481"
"IMF.RES:WEO(6.0.0)","BRA.LUR.A","OBS_VALUE","Brazil","Unemployment rate","Annual","Units","6.9","8.625","11.65","12.85","12.375","11.975","13.775","13.2","9.25","7.975","6.925"
"IMF.RES:WEO(6.0.0)","BRN.NGDP_RPCH.A","OBS_VALUE","Brunei Darussalam","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-2.508","-0.405","-2.465","1.329","0.052","3.869","1.134","-1.591","-1.628","1.412","3.908"
"IMF.RES:WEO(6.0.0)","BRN.GGXWDN_NGDP.A","OBS_VALUE","Brunei Darussalam","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BRN.LUR.A","OBS_VALUE","Brunei Darussalam","Unemployment rate","Annual","Units","6.9","7.7","8.5","9.3","8.7","6.82","7.3","5.0","5.2","5.3","4.9"
"IMF.RES:WEO(6.0.0)","BIH.LUR.A","OBS_VALUE","Bosnia and Herzegovina","Unemployment rate","Annual","Units","27.5","27.7","25.4","20.5","18.4","15.7","15.9","17.355","15.386","13.2","13.2"
"IMF.RES:WEO(6.0.0)","MAC.NGDP_RPCH.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-2.048","-21.515","-0.679","9.86","6.406","-2.563","-54.336","23.535","-19.609","75.062","8.808"
"IMF.RES:WEO(6.0.0)","BIH.LP.A","OBS_VALUE","Bosnia and Herzegovina","Population, Persons for countries / Index for country groups","Annual","Millions","3.526","3.518","3.511","3.504","3.496","3.491","3.487","3.481","3.473","3.464","3.455"
"IMF.RES:WEO(6.0.0)","LUX.GGXWDN_NGDP.A","OBS_VALUE","Luxembourg","Net debt, General government, Percent of GDP","Annual","Units","-11.26","-12.441","-12.046","-11.742","-11.712","-14.087","-10.499","-10.712","-7.823","-6.056","-5.64"
"IMF.RES:WEO(6.0.0)","BOL.GGXWDN_NGDP.A","OBS_VALUE","Bolivia","Net debt, General government, Percent of GDP","Annual","Units","13.181","20.128","27.722","34.521","39.876","46.895","65.23","69.176","70.302","80.597","86.559"
"IMF.RES:WEO(6.0.0)","BOL.NGDP_RPCH.A","OBS_VALUE","Bolivia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.461","4.857","4.264","4.195","4.224","2.217","-8.738","6.111","3.606","3.082","1.3"
"IMF.RES:WEO(6.0.0)","BTN.LUR.A","OBS_VALUE","Bhutan","Unemployment rate","Annual","Units","2.6","2.5","2.1","3.138","3.4","2.72","5.03","4.8","5.9","3.5",""
"IMF.RES:WEO(6.0.0)","BIH.GGXWDN_NGDP.A","OBS_VALUE","Bosnia and Herzegovina","Net debt, General government, Percent of GDP","Annual","Units","40.614","39.302","37.395","29.893","24.916","21.751","25.669","22.403","19.374","21.441","23.057"
"IMF.RES:WEO(6.0.0)","BIH.GGXWDG_NGDP.A","OBS_VALUE","Bosnia and Herzegovina","Gross debt, General government, Percent of GDP","Annual","Units","47.14","46.376","44.874","38.616","34.894","33.168","37.098","35.618","31.013","31.588","32.752"
"IMF.RES:WEO(6.0.0)","GX123.D.A","OBS_VALUE","Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries)","External debt, US dollar","Annual","Billions","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","GX123.GGXWDN_NGDP.A","OBS_VALUE","Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries)","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","G998.GGXWDG_NGDP.A","OBS_VALUE","European Union (EU)","Gross debt, General government, Percent of GDP","Annual","Units","89.065","87.0","85.935","83.314","81.268","79.076","91.267","88.373","84.04","82.03","82.496"
"IMF.RES:WEO(6.0.0)","BOL.GGXWDG_NGDP.A","OBS_VALUE","Bolivia","Gross debt, General government, Percent of GDP","Annual","Units","37.603","40.905","46.49","51.26","53.076","58.626","77.971","81.409","80.1","90.777","95.042"
"IMF.RES:WEO(6.0.0)","BDI.GGXWDG_NGDP.A","OBS_VALUE","Burundi","Gross debt, General government, Percent of GDP","Annual","Units","37.971","39.926","46.119","46.902","52.971","60.053","65.9","66.467","68.279","47.216","43.178"
"IMF.RES:WEO(6.0.0)","G998.D.A","OBS_VALUE","European Union (EU)","External debt, US dollar","Annual","Billions","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BFA.LUR.A","OBS_VALUE","Burkina Faso","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BGR.LUR.A","OBS_VALUE","Bulgaria","Unemployment rate","Annual","Units","11.524","9.233","7.666","6.23","5.273","4.275","5.207","5.249","4.206","4.395","4.234"
"IMF.RES:WEO(6.0.0)","TJK.GGXWDG_NGDP.A","OBS_VALUE","Tajikistan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","27.892","35.019","42.179","46.3","46.585","43.495","51.762","42.097","32.501","30.937","29.543"
"IMF.RES:WEO(6.0.0)","BWA.GGXWDN_NGDP.A","OBS_VALUE","Botswana","Net debt, General government, Percent of GDP","Annual","Units","-4.206","-1.367","2.649","0.052","2.676","8.484","19.636","17.349","14.414","18.537","29.304"
"IMF.RES:WEO(6.0.0)","BRN.GGXWDG_NGDP.A","OBS_VALUE","Brunei Darussalam","Gross debt, General government, Percent of GDP","Annual","Units","3.231","2.953","3.005","2.825","2.586","2.575","2.857","2.514","2.057","2.334","2.29"
"IMF.RES:WEO(6.0.0)","BGR.GGXWDN_NGDP.A","OBS_VALUE","Bulgaria","Net debt, General government, Percent of GDP","Annual","Units","13.135","15.445","11.307","10.343","8.982","8.446","12.892","12.613","11.453","13.639","15.095"
"IMF.RES:WEO(6.0.0)","BFA.GGXWDG_NGDP.A","OBS_VALUE","Burkina Faso","Gross debt, General government, Percent of GDP","Annual","Units","26.086","31.252","32.854","33.885","38.114","41.734","43.637","55.369","56.369","52.657","52.686"
"IMF.RES:WEO(6.0.0)","BGR.GGXWDG_NGDP.A","OBS_VALUE","Bulgaria","Gross debt, General government, Percent of GDP","Annual","Units","26.266","25.359","27.007","22.919","20.1","18.382","22.715","22.362","21.457","21.872","23.358"
"IMF.RES:WEO(6.0.0)","BWA.GGXWDG_NGDP.A","OBS_VALUE","Botswana","Gross debt, General government, Percent of GDP","Annual","Units","23.936","24.453","22.341","19.591","19.642","21.511","23.508","22.282","20.989","22.505","32.565"
"IMF.RES:WEO(6.0.0)","BRN.LP.A","OBS_VALUE","Brunei Darussalam","Population, Persons for countries / Index for country groups","Annual","Millions","0.408","0.412","0.417","0.426","0.437","0.451","0.442","0.441","0.445","0.451","0.454"
"IMF.RES:WEO(6.0.0)","BRA.GGXWDG_NGDP.A","OBS_VALUE","Brazil","Gross debt, General government, Percent of GDP","Annual","Units","61.617","71.73","77.422","82.745","84.777","87.118","96.007","88.934","83.939","84.001","87.284"
"IMF.RES:WEO(6.0.0)","BWA.LUR.A","OBS_VALUE","Botswana","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","CMR.LUR.A","OBS_VALUE","Cameroon","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","KHM.NGDP_RPCH.A","OBS_VALUE","Cambodia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","8.0","7.207","7.906","8.075","8.776","7.937","-3.556","3.09","5.103","4.998","6.018"
"IMF.RES:WEO(6.0.0)","KHM.LP.A","OBS_VALUE","Cambodia","Population, Persons for countries / Index for country groups","Annual","Millions","14.833","15.074","15.319","15.568","15.821","16.079","16.338","16.592","16.843","17.012","17.182"
"IMF.RES:WEO(6.0.0)","KHM.GGXWDN_NGDP.A","OBS_VALUE","Cambodia","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","G998.LUR.A","OBS_VALUE","European Union (EU)","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","CMR.GGXWDG_NGDP.A","OBS_VALUE","Cameroon","Gross debt, General government, Percent of GDP","Annual","Units","20.707","31.62","32.108","36.539","38.335","41.597","44.858","47.154","45.579","43.154","42.675"
"IMF.RES:WEO(6.0.0)","CPV.GGXWDN_NGDP.A","OBS_VALUE","Cabo Verde","Net debt, General government, Percent of GDP","Annual","Units","100.275","109.271","109.474","107.074","105.104","101.286","130.609","135.159","111.544","102.821","103.09"
"IMF.RES:WEO(6.0.0)","MAC.LP.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Population, Persons for countries / Index for country groups","Annual","Millions","0.636","0.647","0.645","0.653","0.667","0.68","0.683","0.683","0.673","0.684","0.688"
"IMF.RES:WEO(6.0.0)","CMR.GGXWDN_NGDP.A","OBS_VALUE","Cameroon","Net debt, General government, Percent of GDP","Annual","Units","19.117","27.558","30.503","33.28","35.904","39.465","43.027","45.759","44.06","41.983","41.479"
"IMF.RES:WEO(6.0.0)","CPV.GGXWDG_NGDP.A","OBS_VALUE","Cabo Verde","Gross debt, General government, Percent of GDP","Annual","Units","105.589","115.571","115.403","112.759","112.001","109.419","143.783","149.063","124.026","114.039","113.744"
"IMF.RES:WEO(6.0.0)","BDI.LUR.A","OBS_VALUE","Burundi","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","KHM.LUR.A","OBS_VALUE","Cambodia","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","KHM.GGXWDG_NGDP.A","OBS_VALUE","Cambodia","Gross debt, General government, Percent of GDP","Annual","Units","24.174","23.264","21.79","22.641","21.089","20.835","25.227","25.942","25.043","25.732","26.622"
"IMF.RES:WEO(6.0.0)","BFA.GGXWDN_NGDP.A","OBS_VALUE","Burkina Faso","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","TCD.GGXWDG_NGDP.A","OBS_VALUE","Chad","Gross debt, General government, Percent of GDP","Annual","Units","29.503","31.312","40.274","38.925","33.424","38.184","41.072","41.563","32.228","32.603","33.8"
